No,Event ID,Date time,Latitude,Longitude,Magnitude,Mag Type,Depth (km),Phase Count,Azimuth Gap,Location,Agency
9355,bmg2023qrhl,2023-08-26T03:39:01.450546Z,0.753821075,122.3981323,4.254668063,MLv,54,31,85.96575928,"Minahassa Peninsula, Sulawesi",BMKG
9356,bmg2023qqzq,2023-08-25T23:42:24.757655Z,-1.168637633,119.9633026,2.792205175,MLv,13,12,139.9615545,"Sulawesi, Indonesia",BMKG
9357,bmg2023qqqk,2023-08-25T19:01:39.165947Z,1.293772697,122.7166138,2.265867933,M,13,9,285.6355133,"Minahassa Peninsula, Sulawesi",BMKG
9358,bmg2023qqon,2023-08-25T18:04:33.190536Z,0.8361431956,121.8945084,3.381440421,MLv,30,22,127.2671432,"Minahassa Peninsula, Sulawesi",BMKG
9359,bmg2023qqnl,2023-08-25T17:32:00.998724Z,0.5348485708,124.8858719,3.97324005,MLv,14,37,88.25010681,"Minahassa Peninsula, Sulawesi",BMKG
9360,bmg2023qpob,2023-08-25T04:42:43.016437Z,0.9350211024,120.8553848,2.801013666,MLv,10,10,91.93724823,"Minahassa Peninsula, Sulawesi",BMKG
9361,bmg2023qnhe,2023-08-23T22:57:47.200793Z,0.6187815666,122.2092667,3.191031265,MLv,89,30,94.49280548,"Minahassa Peninsula, Sulawesi",BMKG
9362,bmg2023qncd,2023-08-23T20:25:23.950651Z,0.3289618492,122.0610275,3.40982835,MLv,161,56,62.09830284,"Minahassa Peninsula, Sulawesi",BMKG
9363,bmg2023qmuq,2023-08-23T16:38:08.081188Z,0.6024863124,124.9215775,3.976998945,MLv,12,32,86.82820892,"Minahassa Peninsula, Sulawesi",BMKG
9364,bmg2023qmrj,2023-08-23T14:58:17.410259Z,-3.791239023,119.5541992,2.552124833,MLv,12,30,122.302063,"Sulawesi, Indonesia",BMKG
9365,bmg2023qmjq,2023-08-23T11:04:03.541887Z,-3.134127378,122.7581711,3.34598439,MLv,12,28,171.702795,"Sulawesi, Indonesia",BMKG
9366,bmg2023qmjj,2023-08-23T10:56:17.399558Z,0.8672368526,125.4296875,3.676414612,MLv,31,34,63.02718616,Northern Molucca Sea,BMKG
9367,bmg2023qkhr,2023-08-22T07:48:58.732524Z,-1.152132154,120.0961151,3.80624646,MLv,4,43,37.48175049,"Sulawesi, Indonesia",BMKG
9368,bmg2023qjho,2023-08-21T18:36:43.261156Z,-0.3158459067,123.3263016,3.471319028,MLv,42,21,125.7593956,"Minahassa Peninsula, Sulawesi",BMKG
9369,bmg2023qjfp,2023-08-21T17:37:05.070537Z,2.235942125,124.4219666,4.290109789,MLv,291,60,137.0891914,Celebes Sea,BMKG
9370,bmg2023qjcg,2023-08-21T15:55:49.891619Z,0.3300247192,121.5896683,2.589632248,MLv,171,27,88.49625397,"Minahassa Peninsula, Sulawesi",BMKG
9371,bmg2023qjca,2023-08-21T15:48:57.376491Z,0.431589216,119.8749542,2.985560635,MLv,42,33,108.365387,"Minahassa Peninsula, Sulawesi",BMKG
9372,bmg2023qiys,2023-08-21T14:09:04.442054Z,-3.426139355,119.0148163,2.669296967,MLv,10,29,79.3331604,"Sulawesi, Indonesia",BMKG
9373,bmg2023qhey,2023-08-20T15:01:05.738588Z,0.1703668237,125.8147354,3.331723351,MLv,10,21,116.4574127,Northern Molucca Sea,BMKG
9374,bmg2023qevj,2023-08-19T07:54:36.202011Z,-1.159718156,120.5826645,3.090275298,M,10,41,64.60674667,"Sulawesi, Indonesia",BMKG
9375,bmg2023qdyq,2023-08-18T20:26:13.966795Z,0.9936819077,125.7664032,3.255427256,MLv,12,19,262.4592896,Northern Molucca Sea,BMKG
9376,bmg2023qdyb,2023-08-18T20:08:25.13435Z,-0.1323155463,123.2249756,3.544114907,M,134,32,66.22829437,"Minahassa Peninsula, Sulawesi",BMKG
9377,bmg2023qdrx,2023-08-18T17:01:03.377367Z,1.748019576,124.2382812,4.578315987,MLv,282,76,86.18865967,"Minahassa Peninsula, Sulawesi",BMKG
9378,bmg2023qdjg,2023-08-18T12:39:45.018204Z,-0.3106664121,122.9745331,3.299908552,M,21,31,85.91572571,"Minahassa Peninsula, Sulawesi",BMKG
9379,bmg2023qctu,2023-08-18T04:51:09.848399Z,-2.696950912,122.1999969,2.671377346,MLv,10,13,267.2681122,"Sulawesi, Indonesia",BMKG
9380,bmg2023qctg,2023-08-18T04:33:51.098423Z,0.2514992654,121.9426422,4.912975944,MLv,177,90,33.06049347,"Minahassa Peninsula, Sulawesi",BMKG
9381,bmg2023qcnq,2023-08-18T01:43:35.261775Z,-4.296506405,118.8935165,3.961059352,MLv,10,39,141.871109,"Sulawesi, Indonesia",BMKG
9382,bmg2023qcde,2023-08-17T20:26:20.704517Z,-1.46127212,123.7937927,3.809660326,MLv,10,36,126.50737,"Sulawesi, Indonesia",BMKG
9383,bmg2023qcai,2023-08-17T19:00:58.771162Z,-0.1406012028,123.1778946,2.598394049,MLv,135,23,104.8584595,"Minahassa Peninsula, Sulawesi",BMKG
9384,bmg2023qbzf,2023-08-17T18:26:47.830977Z,1.128949523,120.9428253,2.682210565,M,23,16,173.4890823,"Minahassa Peninsula, Sulawesi",BMKG
9385,bmg2023qbvc,2023-08-17T16:21:58.87555Z,-1.621581435,120.8821259,2.562636512,MLv,10,33,87.9152565,"Sulawesi, Indonesia",BMKG
9386,bmg2023qblt,2023-08-17T11:39:17.650571Z,0.2609502971,122.5288315,3.157342386,MLv,137,29,51.44952393,"Minahassa Peninsula, Sulawesi",BMKG
9387,bmg2023qbde,2023-08-17T07:18:44.372842Z,-1.690357327,120.1502228,2.611438105,M,10,24,71.95187378,"Sulawesi, Indonesia",BMKG
9388,bmg2023qakr,2023-08-16T21:57:29.619987Z,-0.3049759269,125.585907,3.690774016,MLv,10,29,50.67028046,Southern Molucca Sea,BMKG
9389,bmg2023qajw,2023-08-16T21:33:43.116109Z,0.9003319144,121.1849594,3.215570359,MLv,29,20,107.0068054,"Minahassa Peninsula, Sulawesi",BMKG
9390,bmg2023qahk,2023-08-16T20:18:42.513119Z,-0.58438164,121.1501236,3.553699515,M,10,41,41.48925781,"Minahassa Peninsula, Sulawesi",BMKG
9391,bmg2023qagm,2023-08-16T19:51:19.504052Z,-1.12357223,120.1391068,3.314814263,MLv,10,47,35.45172119,"Sulawesi, Indonesia",BMKG
9392,bmg2023pzhp,2023-08-16T07:16:25.950891Z,-5.529254913,122.3438416,3.129471512,M,22,20,111.7239914,"Sulawesi, Indonesia",BMKG
9393,bmg2023pxsb,2023-08-15T10:16:54.719518Z,-0.5301827192,119.8624191,2.146557598,MLv,19,11,99.01924515,"Minahassa Peninsula, Sulawesi",BMKG
9394,bmg2023pxrt,2023-08-15T10:07:56.589439Z,0.3640107512,125.4313278,3.55434401,MLv,10,30,90.65715027,Northern Molucca Sea,BMKG
9395,bmg2023pxjg,2023-08-15T05:50:10.781238Z,-5.60512352,122.5001984,3.272620228,M,33,13,223.8997746,"Sulawesi, Indonesia",BMKG
9396,bmg2023pwqv,2023-08-14T20:32:00.755423Z,-7.314371586,117.9539795,3.036847014,MLv,53,23,239.094986,Bali Sea,BMKG
9397,bmg2023pwqn,2023-08-14T20:22:24.251132Z,-7.346032143,118.0267715,3.456947759,MLv,21,48,147.645443,Flores Sea,BMKG
9398,bmg2023pwcv,2023-08-14T13:26:59.153996Z,-2.57679224,120.8759003,2.059430614,MLv,21,11,174.5301971,"Sulawesi, Indonesia",BMKG
9399,bmg2023pwcm,2023-08-14T13:17:09.051298Z,-0.6615765691,123.3626633,3.939980197,MLv,24,31,91.65391922,"Minahassa Peninsula, Sulawesi",BMKG
9400,bmg2023pvkh,2023-08-14T04:05:29.630308Z,0.2140973359,122.2473831,2.533083446,MLv,150,23,61.72761536,"Minahassa Peninsula, Sulawesi",BMKG
9401,bmg2023pveu,2023-08-14T01:19:10.507482Z,-2.115967512,120.9944839,3.066528979,MLv,10,25,73.93564606,"Sulawesi, Indonesia",BMKG
9402,bmg2023pval,2023-08-13T23:07:15.979081Z,-4.025475502,121.6313019,2.887520925,MLv,10,27,77.10482788,"Sulawesi, Indonesia",BMKG
9403,bmg2023puut,2023-08-13T20:14:29.347219Z,-2.459126472,121.2052994,2.207584321,MLv,10,13,80.94628906,"Sulawesi, Indonesia",BMKG
9404,bmg2023ptoy,2023-08-13T04:10:04.80676Z,-1.143320203,120.1712341,3.020452193,MLv,10,31,77.70612335,"Sulawesi, Indonesia",BMKG
9405,bmg2023ptkv,2023-08-13T02:05:01.150699Z,0.2651659548,124.1945114,3.682289656,M,79,13,158.012146,"Minahassa Peninsula, Sulawesi",BMKG
9406,bmg2023ptfn,2023-08-12T23:24:23.28512Z,-1.169948936,120.1025391,2.835273641,MLv,10,23,68.9814682,"Sulawesi, Indonesia",BMKG
9407,bmg2023ptdi,2023-08-12T22:18:23.169425Z,-1.146833777,120.0821686,3.474422075,MLv,10,44,37.00558472,"Sulawesi, Indonesia",BMKG
9408,bmg2023ptcs,2023-08-12T21:59:40.23131Z,-1.161185384,120.1321564,3.298866104,MLv,10,40,38.20158386,"Sulawesi, Indonesia",BMKG
9409,bmg2023pspt,2023-08-12T15:26:13.898309Z,-1.63085866,120.2947235,2.177761243,MLv,10,14,84.76963043,"Sulawesi, Indonesia",BMKG
9410,bmg2023pslp,2023-08-12T13:20:16.638151Z,-0.6939536333,121.2126541,5.053767346,Mw(mB),10,238,38.56274414,"Minahassa Peninsula, Sulawesi",BMKG
9411,bmg2023psiq,2023-08-12T11:51:00.472135Z,0.7688071728,121.8825684,3.434553399,MLv,47,31,110.0233765,"Minahassa Peninsula, Sulawesi",BMKG
9412,bmg2023pqzx,2023-08-11T18:18:36.423294Z,-1.257931709,120.2240524,2.469593736,M,10,16,111.1491623,"Sulawesi, Indonesia",BMKG
9413,bmg2023pqzv,2023-08-11T18:15:20.386869Z,-2.839947701,121.3184967,1.996514884,MLv,10,14,145.9899139,"Sulawesi, Indonesia",BMKG
9414,bmg2023pqsp,2023-08-11T14:36:47.947287Z,-1.178944111,120.1402893,2.791236011,MLv,10,23,72.87760925,"Sulawesi, Indonesia",BMKG
9415,bmg2023pqrx,2023-08-11T14:15:34.562995Z,0.6261293292,123.8681946,3.587411163,M,259,50,126.612915,"Minahassa Peninsula, Sulawesi",BMKG
9416,bmg2023pqot,2023-08-11T12:39:35.330045Z,-2.534344673,121.1876221,2.684925963,MLv,40,20,109.9085693,"Sulawesi, Indonesia",BMKG
9417,bmg2023pqnd,2023-08-11T11:49:40.469193Z,-2.803859234,121.1123276,1.660257915,MLv,10,12,195.3722229,"Sulawesi, Indonesia",BMKG
9418,bmg2023pqkp,2023-08-11T10:33:46.599297Z,1.532155514,120.266098,3.0477676,MLv,10,11,204.5209198,"Minahassa Peninsula, Sulawesi",BMKG
9419,bmg2023pqie,2023-08-11T09:20:40.943237Z,0.6862638593,125.8316422,3.759562562,MLv,12,29,48.31054688,Northern Molucca Sea,BMKG
9420,bmg2023ppxq,2023-08-11T04:00:47.15937Z,-0.07836191356,123.1188736,3.558127789,MLv,146,36,63.92342377,"Minahassa Peninsula, Sulawesi",BMKG
9421,bmg2023ppgz,2023-08-10T19:36:18.365833Z,-0.1263156086,123.1506348,2.926196927,MLv,123,30,101.8749199,"Minahassa Peninsula, Sulawesi",BMKG
9422,bmg2023poml,2023-08-10T09:13:38.311565Z,0.2599785924,122.3195038,2.515525339,MLv,151,14,84.90328979,"Minahassa Peninsula, Sulawesi",BMKG
9423,bmg2023pogw,2023-08-10T06:24:36.889581Z,-6.147362232,122.2028809,3.583566743,M,39,32,87.56509018,Flores Sea,BMKG
9424,bmg2023pogo,2023-08-10T06:14:44.845762Z,0.7171111107,121.4892883,5.318131461,MLv,70,123,60.69013596,"Minahassa Peninsula, Sulawesi",BMKG
9425,bmg2023pnqk,2023-08-09T22:06:01.906251Z,-2.205960751,120.6893158,2.507797278,MLv,10,18,67.87562561,"Sulawesi, Indonesia",BMKG
9426,bmg2023pneq,2023-08-09T16:08:47.622043Z,-1.179483056,120.2022858,2.560123695,MLv,10,23,77.17701721,"Sulawesi, Indonesia",BMKG
9427,bmg2023pnbx,2023-08-09T14:46:19.414856Z,-0.02632592246,123.4667892,3.39150538,MLv,137,17,90.25862503,"Minahassa Peninsula, Sulawesi",BMKG
9428,bmg2023pnbg,2023-08-09T14:25:47.362534Z,0.2769232988,122.1386032,3.598777547,MLv,165,27,57.15692139,"Minahassa Peninsula, Sulawesi",BMKG
9429,bmg2023pmny,2023-08-09T07:42:39.797366Z,-1.561815858,120.0867233,2.839086929,MLv,10,36,69.94033813,"Sulawesi, Indonesia",BMKG
9430,bmg2023pmmt,2023-08-09T07:06:54.657904Z,-0.08853755146,123.6996994,4.538972523,MLv,112,61,72.86973572,"Minahassa Peninsula, Sulawesi",BMKG
9431,bmg2023plxz,2023-08-08T23:39:12.764783Z,-1.197593689,120.1792755,3.099316475,MLv,10,38,50.82284451,"Sulawesi, Indonesia",BMKG
9432,bmg2023plqr,2023-08-08T19:57:20.733141Z,-3.922934771,122.5864182,3.203450622,MLv,10,38,113.8901005,"Sulawesi, Indonesia",BMKG
9433,bmg2023plnu,2023-08-08T18:29:41.750987Z,-3.904099703,122.6285324,4.006802202,MLv,10,85,57.31723022,"Sulawesi, Indonesia",BMKG
9434,bmg2023pljq,2023-08-08T16:24:03.624024Z,-4.645756721,120.0703354,2.633336509,MLv,13,36,73.7323761,"Sulawesi, Indonesia",BMKG
9435,bmg2023plcy,2023-08-08T13:01:25.146396Z,0.06389751285,123.4887695,4.130223386,MLv,190,53,77.50933075,"Minahassa Peninsula, Sulawesi",BMKG
9436,bmg2023pkoc,2023-08-08T05:30:54.588865Z,-0.3986079097,122.942276,3.433032627,MLv,70,36,80.76053619,"Minahassa Peninsula, Sulawesi",BMKG
9437,bmg2023pkey,2023-08-08T00:53:55.744356Z,-1.146278739,120.1691437,3.425526857,MLv,10,62,37.08399963,"Sulawesi, Indonesia",BMKG
9438,bmg2023pjyb,2023-08-07T21:25:21.604578Z,-2.250423431,120.7242737,2.895601544,MLv,10,52,53.93708038,"Sulawesi, Indonesia",BMKG
9439,bmg2023pjss,2023-08-07T18:43:25.673182Z,-1.176471353,120.1977768,2.44227388,MLv,10,34,77.17801666,"Sulawesi, Indonesia",BMKG
9440,bmg2023pjse,2023-08-07T18:26:19.845008Z,-1.166313052,120.2201309,2.442434296,MLv,10,37,40.08393097,"Sulawesi, Indonesia",BMKG
9441,bmg2023pjrp,2023-08-07T18:09:07.776614Z,-0.2530297637,119.4530716,2.997329595,MLv,14,41,81.97315979,"Minahassa Peninsula, Sulawesi",BMKG
9442,bmg2023pjrm,2023-08-07T18:05:16.210487Z,0.3739304841,123.5587082,3.664927231,MLv,250,50,98.87857056,"Minahassa Peninsula, Sulawesi",BMKG
9443,bmg2023pjks,2023-08-07T14:40:03.474687Z,-1.185993552,120.2240067,3.603399842,MLv,10,64,39.66526794,"Sulawesi, Indonesia",BMKG
9444,bmg2023pjkq,2023-08-07T14:38:37.592071Z,-1.205237746,120.1923447,3.702773489,MLv,10,81,26.44165039,"Sulawesi, Indonesia",BMKG
9445,bmg2023pjcc,2023-08-07T10:18:49.797588Z,-1.250026107,120.1781921,3.077617535,MLv,10,37,44.30184937,"Sulawesi, Indonesia",BMKG
9446,bmg2023piyi,2023-08-07T08:24:38.121059Z,-1.184398413,120.148819,3.205533794,MLv,10,24,39.86946106,"Sulawesi, Indonesia",BMKG
9447,bmg2023pixs,2023-08-07T08:06:09.908851Z,1.778445482,125.7876816,4.783892333,MLv,10,51,75.54312134,Northern Molucca Sea,BMKG
9448,bmg2023pish,2023-08-07T05:21:57.991231Z,-0.1910895705,124.6075211,4.046578263,MLv,16,32,73.84281921,Southern Molucca Sea,BMKG
9449,bmg2023pirv,2023-08-07T05:07:31.417622Z,-0.4379041195,124.1686935,4.812492544,MLv,21,69,56.24067688,Southern Molucca Sea,BMKG
9450,bmg2023piqw,2023-08-07T04:38:44.525471Z,1.561561465,125.4168167,3.818081776,MLv,90,22,94.85317993,Northern Molucca Sea,BMKG
9451,bmg2023pipf,2023-08-07T03:48:21.527504Z,-2.097273111,120.466835,2.869587875,M,10,34,61.77972412,"Sulawesi, Indonesia",BMKG
9452,bmg2023pihg,2023-08-06T23:47:26.285372Z,-1.224819422,120.1791611,2.517633242,MLv,10,15,122.1726913,"Sulawesi, Indonesia",BMKG
9453,bmg2023pibf,2023-08-06T20:43:52.756367Z,-1.222696185,120.1938629,2.451513676,MLv,10,25,82.02841187,"Sulawesi, Indonesia",BMKG
9454,bmg2023phyl,2023-08-06T19:19:54.434895Z,-1.231848359,120.170723,2.286090994,MLv,10,18,85.77754211,"Sulawesi, Indonesia",BMKG
9455,bmg2023phvt,2023-08-06T17:58:18.356608Z,-1.201545954,120.1463776,2.531131535,M,10,22,85.69546509,"Sulawesi, Indonesia",BMKG
9456,bmg2023phvs,2023-08-06T17:57:15.066399Z,-1.185544014,120.1594696,2.602933657,M,10,27,82.64837646,"Sulawesi, Indonesia",BMKG
9457,bmg2023phvp,2023-08-06T17:54:36.867155Z,-1.163741946,120.1522827,2.732893266,M,10,37,74.87114716,"Sulawesi, Indonesia",BMKG
9458,bmg2023phur,2023-08-06T17:25:54.943217Z,-1.241163135,120.2507248,2.227165485,MLv,10,16,130.7616653,"Sulawesi, Indonesia",BMKG
9459,bmg2023phub,2023-08-06T17:07:11.337719Z,-1.257044077,120.2099075,1.919142316,MLv,23,9,122.5400925,"Sulawesi, Indonesia",BMKG
9460,bmg2023phsm,2023-08-06T16:20:11.292404Z,-1.145865083,120.2726288,2.066076043,MLv,37,11,189.6749725,"Sulawesi, Indonesia",BMKG
9461,bmg2023phsd,2023-08-06T16:09:37.288056Z,-1.210529327,120.1795197,2.195495005,MLv,10,18,88.92146301,"Sulawesi, Indonesia",BMKG
9462,bmg2023phrw,2023-08-06T16:00:41.693504Z,0.601639688,122.3040237,1.66197197,MLv,68,12,107.5951996,"Minahassa Peninsula, Sulawesi",BMKG
9463,bmg2023phmf,2023-08-06T13:09:25.944889Z,-1.176030517,120.3673782,2.402349788,M,10,19,147.3139496,"Sulawesi, Indonesia",BMKG
9464,bmg2023phlp,2023-08-06T12:49:41.990234Z,-1.217082024,120.2207108,2.583418385,M,10,13,129.5501251,"Sulawesi, Indonesia",BMKG
9465,bmg2023phjb,2023-08-06T11:33:55.911085Z,-2.644682407,121.227562,2.211427413,MLv,10,11,192.6680603,"Sulawesi, Indonesia",BMKG
9466,bmg2023phin,2023-08-06T11:17:53.013129Z,-1.252975345,120.2212219,2.608085076,MLv,10,18,90.44116974,"Sulawesi, Indonesia",BMKG
9467,bmg2023phii,2023-08-06T11:11:49.626842Z,-1.149276733,120.2675095,2.596845156,MLv,10,26,79.82587433,"Sulawesi, Indonesia",BMKG
9468,bmg2023phid,2023-08-06T11:06:34.095291Z,-1.13119328,120.1792068,3.874113393,MLv,10,64,36.05259705,"Sulawesi, Indonesia",BMKG
9469,bmg2023phhg,2023-08-06T10:38:49.039031Z,-1.184904218,120.2200623,2.410455809,MLv,10,24,91.24649048,"Sulawesi, Indonesia",BMKG
9470,bmg2023phgv,2023-08-06T10:25:47.305825Z,-1.260620832,120.1688461,3.010176701,M,10,28,72.28611374,"Sulawesi, Indonesia",BMKG
9471,bmg2023phgq,2023-08-06T10:20:39.624306Z,-1.223648071,120.243721,3.322386952,MLv,10,28,76.5134201,"Sulawesi, Indonesia",BMKG
9472,bmg2023phgn,2023-08-06T10:15:47.417177Z,-1.214099884,120.1886826,4.809867984,MLv,10,48,38.58511734,"Sulawesi, Indonesia",BMKG
9473,bmg2023phgg,2023-08-06T10:09:23.565Z,-1.091573358,120.2543335,5.069638603,Mw(mB),10,174,27.65822601,"Sulawesi, Indonesia",BMKG
9474,bmg2023phgh,2023-08-06T10:08:22.228939Z,-1.212062836,120.1134338,4.067119811,MLv,10,21,88.85864258,"Sulawesi, Indonesia",BMKG
9475,bmg2023phbg,2023-08-06T07:37:29.013181Z,-1.184970379,120.1713943,3.366654495,MLv,10,43,39.77539062,"Sulawesi, Indonesia",BMKG
9476,bmg2023pgxv,2023-08-06T05:53:50.641339Z,-1.212973237,120.1862717,2.868043931,MLv,10,37,50.55754566,"Sulawesi, Indonesia",BMKG
9477,bmg2023pgxt,2023-08-06T05:51:23.137114Z,-1.198486924,120.1649246,2.842127121,MLv,11,27,50.65180302,"Sulawesi, Indonesia",BMKG
9478,bmg2023pgvw,2023-08-06T04:54:33.777706Z,-1.215897799,120.2061539,2.387338602,MLv,10,11,127.4323044,"Sulawesi, Indonesia",BMKG
9479,bmg2023pgvq,2023-08-06T04:46:39.478618Z,-1.158706903,120.1589813,3.983078052,MLv,10,65,54.95072937,"Sulawesi, Indonesia",BMKG
9480,bmg2023pgve,2023-08-06T04:33:26.489835Z,-1.125065446,120.1681976,4.863629655,MLv,10,100,25.97922421,"Sulawesi, Indonesia",BMKG
9481,bmg2023pgvc,2023-08-06T04:30:16.671288Z,-1.165749669,120.1559143,3.320917269,M,10,32,67.71870422,"Sulawesi, Indonesia",BMKG
9482,bmg2023pgum,2023-08-06T04:11:50.112958Z,-1.18330884,120.2329407,2.409513183,MLv,15,17,96.26998138,"Sulawesi, Indonesia",BMKG
9483,bmg2023pgqv,2023-08-06T02:21:23.963079Z,-1.145763278,120.1358109,3.886105519,MLv,10,50,37.05569458,"Sulawesi, Indonesia",BMKG
9484,bmg2023pgqr,2023-08-06T02:17:04.629351Z,-1.102789521,120.1479416,2.253083397,MLv,10,10,130.4417191,"Sulawesi, Indonesia",BMKG
9485,bmg2023pgqo,2023-08-06T02:13:00.909381Z,-1.209762096,120.1682816,3.01397296,M,10,31,57.24612427,"Sulawesi, Indonesia",BMKG
9486,bmg2023pgqd,2023-08-06T02:00:05.490704Z,-1.16011095,120.1719055,3.299890414,MLv,10,36,44.46833038,"Sulawesi, Indonesia",BMKG
9487,bmg2023pgpz,2023-08-06T01:55:56.426971Z,-1.149077535,120.2145462,3.474488146,M,10,46,40.71199799,"Sulawesi, Indonesia",BMKG
9488,bmg2023pgpx,2023-08-06T01:53:13.321362Z,-1.214856625,120.2101822,3.316413868,M,10,32,76.09889221,"Sulawesi, Indonesia",BMKG
9489,bmg2023pgpp,2023-08-06T01:44:35.450068Z,-1.122552037,120.2530212,5.334461761,MLv,10,139,24.960742,"Sulawesi, Indonesia",BMKG
9490,bmg2023pght,2023-08-05T21:45:37.565475Z,-1.189269662,120.1964722,3.175072816,M,10,32,76.69154358,"Sulawesi, Indonesia",BMKG
9491,bmg2023pgcw,2023-08-05T19:17:37.729576Z,0.3743863702,120.7240143,2.496513182,MLv,54,22,71.10063744,"Minahassa Peninsula, Sulawesi",BMKG
9492,bmg2023pfvy,2023-08-05T15:48:25.178756Z,1.410908699,125.6427612,3.61602203,M,10,11,139.2357559,Northern Molucca Sea,BMKG
9493,bmg2023pfvx,2023-08-05T15:46:43.363583Z,-0.0376198329,123.3194504,3.190950686,MLv,162,17,126.8234215,"Minahassa Peninsula, Sulawesi",BMKG
9494,bmg2023pfvj,2023-08-05T15:31:18.831104Z,-0.1754427105,122.6985321,2.276926308,MLv,57,13,121.7001781,"Minahassa Peninsula, Sulawesi",BMKG
9495,bmg2023pfdb,2023-08-05T06:16:16.500472Z,0.3098022044,121.8907852,2.685506809,M,143,12,79.50234985,"Minahassa Peninsula, Sulawesi",BMKG
9496,bmg2023pfbh,2023-08-05T05:21:45.908164Z,-0.1214798167,122.9614487,3.340109506,MLv,115,24,87.36332703,"Minahassa Peninsula, Sulawesi",BMKG
9497,bmg2023pepm,2023-08-04T23:23:44.291852Z,-0.1982835978,125.0547333,4.351202839,MLv,28,63,41.18260193,Southern Molucca Sea,BMKG
9498,bmg2023pefw,2023-08-04T18:32:42.754262Z,1.333599806,121.3483047,2.989970483,MLv,11,32,200.3476944,"Minahassa Peninsula, Sulawesi",BMKG
9499,bmg2023peec,2023-08-04T17:39:15.287814Z,-1.318561435,120.4655457,2.577510522,MLv,10,43,38.21414185,"Sulawesi, Indonesia",BMKG
9500,bmg2023pedp,2023-08-04T17:24:17.181521Z,1.650537968,124.6720352,3.819740842,MLv,231,52,120.712986,"Minahassa Peninsula, Sulawesi",BMKG
9501,bmg2023pebx,2023-08-04T16:32:37.795024Z,-0.06590331346,124.9786301,4.033771275,MLv,13,54,46.98363018,Southern Molucca Sea,BMKG
9502,bmg2023pebe,2023-08-04T16:10:57.371441Z,-0.163039282,125.0751953,3.979856853,MLv,10,61,69.8717041,Southern Molucca Sea,BMKG
9503,bmg2023pdun,2023-08-04T12:48:22.232656Z,-0.02310130931,125.0701981,3.771246118,MLv,10,28,89.38323975,Southern Molucca Sea,BMKG
9504,bmg2023pdtn,2023-08-04T12:19:10.063661Z,-0.1979253441,125.0763702,3.291700733,MLv,10,15,159.4519958,Southern Molucca Sea,BMKG
9505,bmg2023pdtj,2023-08-04T12:13:32.641477Z,-0.104899399,125.2037506,3.451075363,MLv,10,16,169.2240753,Southern Molucca Sea,BMKG
9506,bmg2023pdtd,2023-08-04T12:06:58.363299Z,-0.1250109226,125.1158371,3.993970381,MLv,12,39,69.81558228,Southern Molucca Sea,BMKG
9507,bmg2023pdsn,2023-08-04T11:48:41.042485Z,-0.1721317172,125.0774765,5.900263614,Mw(mB),58,286,23.69599915,Southern Molucca Sea,BMKG
9508,bmg2023pdry,2023-08-04T11:31:06.378029Z,-1.378115654,119.4914474,3.29924797,MLv,10,38,120.743927,"Sulawesi, Indonesia",BMKG
9509,bmg2023pdkv,2023-08-04T07:54:23.949079Z,0.03935950994,124.4529572,3.116288078,MLv,32,15,188.4496822,"Minahassa Peninsula, Sulawesi",BMKG
9510,bmg2023pdhs,2023-08-04T06:20:34.531834Z,0.5716897249,122.3030777,2.338134012,MLv,74,14,91.76780701,"Minahassa Peninsula, Sulawesi",BMKG
9511,bmg2023pdcs,2023-08-04T03:49:08.351569Z,-1.615915418,120.1695557,2.634733126,MLv,10,28,67.54804993,"Sulawesi, Indonesia",BMKG
9512,bmg2023pcsq,2023-08-03T22:43:25.451892Z,-0.3632209599,122.3738861,3.171821981,MLv,13,39,52.75259399,"Minahassa Peninsula, Sulawesi",BMKG
9513,bmg2023pcrm,2023-08-03T22:08:49.386856Z,-1.178208828,119.7922897,2.907915773,MLv,37,38,55.2204895,"Sulawesi, Indonesia",BMKG
9514,bmg2023pcrl,2023-08-03T22:06:53.024653Z,-1.560006022,120.1437607,3.07650878,MLv,10,53,50.15907288,"Sulawesi, Indonesia",BMKG
9515,bmg2023pbwd,2023-08-03T11:21:59.215419Z,-3.439844131,119.0148773,3.404063939,M,10,44,79.203125,"Sulawesi, Indonesia",BMKG
9516,bmg2023pbsw,2023-08-03T09:42:35.134602Z,-3.760672092,120.0358353,2.66667524,M,17,17,190.6182861,"Sulawesi, Indonesia",BMKG
9517,bmg2023pbgy,2023-08-03T03:41:07.922336Z,-0.1760775596,123.2219086,3.934688144,MLv,97,39,111.2071724,"Minahassa Peninsula, Sulawesi",BMKG
9518,bmg2023pazz,2023-08-03T00:09:43.323686Z,1.487650394,122.715332,3.527626316,MLv,10,20,192.0685043,"Minahassa Peninsula, Sulawesi",BMKG
9519,bmg2023panj,2023-08-02T17:47:21.962729Z,1.488948107,123.4777756,4.440964129,MLv,10,74,135.9177208,"Minahassa Peninsula, Sulawesi",BMKG
9520,bmg2023ozqu,2023-08-02T06:22:47.606283Z,-2.902552366,119.4692917,2.169977509,MLv,10,7,99.09465981,"Sulawesi, Indonesia",BMKG
9521,bmg2023oyvv,2023-08-01T19:47:29.406927Z,0.8217054605,122.4792938,2.103732738,MLv,28,13,133.0166702,"Minahassa Peninsula, Sulawesi",BMKG
